grade,similarity_percentage,gene_code,virus_name,gene_name,host_name,virus_lineage,host_lineage
-30.0,0.1694915254237288,YP_005098346.1,Synechococcus phage S-CBS4,tail fiber protein,Synechococcus sp. CB0101,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-20.0,0.18994413407821228,AAX45629.1,Enterobacteria phage PR5,DNA delivery,Enterobacterales,"Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Tectivirus; Salmonella virus PRD1",Bacteria; Proteobacteria; Gammaproteobacteria
-4.0,0.22905027932960895,YP_007151631.1,Enterobacteria phage HK544,tail fiber,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Hk97virus; unclassified Hk97virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-27.0,0.17777777777777778,YP_008125494.1,Vibrio phage nt-1,gp36+37 fusion long tail fiber distal subunit,Vibrio,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; Vibrio virus nt1",Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae
-27.0,0.15757575757575756,YP_009274029.1,Gordonia phage McGonagall,minor tail protein,Gordonia neofelifaecis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Gordoniaceae; Gordonia
-20.0,0.16363636363636364,YP_214213.1,Prochlorococcus virus PSSP7,T7-like tail fiber,Prochlorococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unassigned Autographivirinae",Bacteria; Cyanobacteria; Synechococcales; Prochloraceae
-7.0,0.19540229885057472,YP_009013812.1,Rhodococcus phage ReqiDocB7,tape measure protein,Rhodococcus hoagii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus
-18.0,0.19704433497536947,YP_009149493.1,Yersinia phage phiD1,phage tail fibers,Yersinia pestis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Yersinia virus D1",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex
-4.0,0.20930232558139536,YP_008318724.1,Pandoravirus dulcis,F-box domain,Acanthamoeba castellanii,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-28.0,0.16111111111111112,YP_009198341.1,Enterobacter phage E-3,tail fiber protein,Enterobacter cloacae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
-16.0,0.17647058823529413,YP_009102630.1,Escherichia phage ECML-134,tail fiber protein,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus ECML134",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-21.0,0.2,AFV51555.1,Acinetobacter phage IME-AB2,putative tail fiber,Acinetobacter baumannii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; Acinetobacter virus AB2",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex
-16.0,0.1695906432748538,YP_004324270.1,Synechococcus phage S-SSM7,phage tail fiber-like protein,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-43.0,0.19704433497536947,YP_009140817.1,Synechococcus phage ACG-2014i,putative short tail fiber,Synechococcus sp. WH 7803,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-9.0,0.2222222222222222,NP_954904.1,Bovine alphaherpesvirus 5,UL43 virion protein (membrane),Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-5.0,0.18562874251497005,YP_001994767.1,Mycobacterium phage DD5,hypothetical protein,Mycolicibacterium smegmatis MC2 155,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
-25.0,0.15853658536585366,YP_006382436.1,Escherichia virus AKFV33,putative tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-17.0,0.18652849740932642,YP_009147634.1,Erwinia phage phiEa2809,tail fiber assembly protein,Erwinia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; unclassified Ackermannviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae
-1.0,0.21468926553672316,YP_009482284.1,Pandoravirus neocaledonia,methyltransferase type 11,Acanthamoeba sp.,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-30.0,0.16071428571428573,YP_009148688.1,Escherichia phage HY01,putative hinge connector of long tail fiber distal connector,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus HY01",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-101.0,0.10365853658536585,YP_007003529.1,Salmonella phage RE-2010,tail fiber protein,Salmonella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; P2virus; unclassified P2virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-29.0,0.17682926829268292,YP_002456094.1,Erwinia phage phiEa21-4,putative tail fiber protein,Erwinia amylovora,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ounavirinae; Ea214virus; Erwinia virus Ea214",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia
-23.0,0.16,YP_009111175.1,Escherichia phage Av-05,putative tail fiber assembly protein,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-28.0,0.16568047337278108,YP_001469287.1,Mycobacterium phage Tweety,hypothetical protein,Mycolicibacterium smegmatis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; Mycobacterium virus Tweety",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
-50.0,0.16666666666666666,YP_008239941.1,Salmonella virus FSLSP088,tail fiber protein,Salmonella enterica subsp. enterica serovar Typhimurium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Chivirus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica
-16.0,0.17318435754189945,YP_009222469.1,Gordonia phage GordDuk1,tape measure protein,Gordonia sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Gordtnkvirus; unclassified Gordtnkvirus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Gordoniaceae; Gordonia
-19.0,0.21052631578947367,YP_009016093.1,Mycobacterium virus Drago,tapemeasure protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-32.0,0.15458937198067632,YP_214529.1,Prochlorococcus phage P-SSM2,putative T4-like proximal tail fiber,Prochlorococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Prochloraceae
4.0,0.18823529411764706,YP_006990425.1,Escherichia virus JL1,putative phage tail fiber tip protein,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Hk578virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
6.0,0.18041237113402062,YP_009217873.1,Salmonella phage SEN1,tail fibers protein,Salmonella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; P2virus; unclassified P2virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
1.0,0.16265060240963855,YP_009151110.1,Bacillus phage Mater,tail spike protein,Bacillus megaterium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
-18.0,0.2,YP_009198891.1,Mycobacterium phage OSmaximus,hypothetical protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bclasvirinae; Pg1virus; Mycobacterium virus Osmaximus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-12.0,0.18857142857142858,YP_009030299.1,Serratia phage PS2,"putative split hinge connector of long tail fiber, distal connector",Serratia marcescens,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
-7.0,0.17682926829268292,YP_007003420.1,Bacillus phage SP-10,tail fiber protein,Bacillus subtilis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group
-38.0,0.1569767441860465,AHJ87752.1,Bacillus phage Bp8p-T,putative tail fiber protein,Bacillus pumilus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Agatevirus; unclassified Agatevirus",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
-30.0,0.19111111111111112,NP_954925.1,Bovine alphaherpesvirus 5,UL23 thymidine kinase,Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-29.0,0.22093023255813954,NP_049860.1,Escherichia virus T4,"long tail fiber, proximal subunit",Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-26.0,0.16091954022988506,CCE73853.1,Bacillus phage BceA1,phage tail fiber protein,Bacillus cereus group,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
-34.0,0.14942528735632185,YP_004508399.1,Clostridium phage phiCD38-2,tail fiber protein,Clostridiales,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Firmicutes; Clostridia
-31.0,0.17751479289940827,YP_009190948.1,Klebsiella phage vB_Kp1,tail fibers protein,Klebsiella pneumoniae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Kp32virus; Klebsiella virus Kp1",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella
-13.0,0.19387755102040816,NP_045315.1,Bovine alphaherpesvirus 1,envelope protein UL43,Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-41.0,0.1524390243902439,YP_007236082.1,Yersinia phage phiR1-RT,tail fiber protein p36 (protein Gp36),Yersinia enterocolitica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tg1virus; Yersinia virus R1RT",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia
195.0,0.2865853658536585,YP_009206147.1,Clostridium phage phiMMP01,putative tail fiber protein,Clostridiales,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Cd119virus; unclassified Cd119virus",Bacteria; Firmicutes; Clostridia
-1.0,0.20670391061452514,YP_006913.1,Escherichia virus T5,hypothetical protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-35.0,0.1696969696969697,YP_008856902.1,Pseudomonas phage PAK_P5,putative tail fiber protein,Pseudomonas aeruginosa PAK,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Kpp10virus; Pseudomonas virus PAKP3",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-64.0,0.12650602409638553,YP_009279135.1,Shigella phage SHFML-26,tail fiber assembly protein,Shigella sonnei,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-27.0,0.15294117647058825,YP_009284681.1,Enterobacteria phage vB_EcoS_NBD2,tail fiber protein,Enterobacterales,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Gammaproteobacteria
-26.0,0.1564245810055866,AIT73795.1,Enterobacteria phage RB7,hinge connector of long tail fiber distal connector,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-11.0,0.1791044776119403,YP_002456093.1,Erwinia phage phiEa21-4,putative proximal tail fiber subunit,Erwinia amylovora,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ounavirinae; Ea214virus; Erwinia virus Ea214",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia
-23.0,0.15757575757575756,AIX27181.1,Synechococcus phage ACG-2014a,putative short tail fiber,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-30.0,0.16470588235294117,YP_006990235.1,Stenotrophomonas phage IME15,phage tail fiber protein,Stenotrophomonas maltophilia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group
18.0,0.20809248554913296,YP_009032391.1,Enterobacteria phage 9g,host specificity protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Nonagvirus; Escherichia virus 9g",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-8.0,0.19672131147540983,YP_009168069.1,Escherichia phage AR1,long tail fiber distal subunit,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus AR1",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-40.0,0.16923076923076924,YP_164462.1,Cercopithecine alphaherpesvirus 2,envelope protein UL20,Catarrhini,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Simplexvirus",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes
-16.0,0.17647058823529413,AIT73165.1,Enterobacteria phage RB5,short tail fiber,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-28.0,0.18584070796460178,YP_007674358.1,Vibrio phage VBM1,hypothetical protein,Vibrio,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages",Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae
-29.0,0.18902439024390244,YP_002221446.1,Burkholderia phage KS10,hypothetical protein,Burkholderia cenocepacia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
-26.0,0.16463414634146342,AGC35333.1,Enterobacteria phage phiJLA23,putative tail fiber,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rogue1virus; Escherichia virus KP26",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-12.0,0.1746987951807229,AIT74339.1,Enterobacteria phage RB10,"hinge connector of long tail fiber, proximal",Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-17.0,0.19617224880382775,YP_009133416.1,Synechococcus phage ACG-2014d,baseplate wedge tail fiber connector,Synechococcus sp. WH 7803,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
340.0,0.4573170731707317,YP_009211928.1,Escherichia phage pro483,tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; P2virus; unclassified P2virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-20.0,0.20855614973262032,YP_009212656.1,Mycobacterium phage Dante,tapemeasure,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; unclassified Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-15.0,0.14054054054054055,YP_009287694.1,Propionibacterium phage PFR1,hypothetical protein,Propionibacterium freudenreichii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Pfr1virus; Propionibacterium virus PFR1",Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Propionibacterium
-6.0,0.1956521739130435,AJA41760.1,Enterobacteria phage DT571/2,L-shaped tail fiber assembly,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus; unclassified T5virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-24.0,0.17222222222222222,AIT75433.1,Enterobacteria phage RB59,long tail fiber distal subunit,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-17.0,0.1813186813186813,NP_700398.1,Salmonella phage ST64B,Probable tail fiber assembly protein,Salmonella enterica subsp. enterica serovar Typhimurium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica
-22.0,0.19196428571428573,YP_008766808.1,Pseudomonas phage MPK6,tail fiber protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Phikmvvirus; unclassified Phikmvvirus",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-26.0,0.20606060606060606,ACD49591.1,Mycobacterium phage Adjutor,hypothetical protein,Mycobacterium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Pbi1virus; Mycobacterium virus PBI1",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae
-50.0,0.11475409836065574,YP_004782208.1,Thermus phage TMA,distal tail fiber protein,Thermus thermophilus HB27,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus
-33.0,0.20786516853932585,YP_002003351.1,Yersinia phage Yepe2,tail fiber protein,Yersinia pestis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex
-95.0,0.1206896551724138,YP_009325536.1,Only Syngen Nebraska virus 5,hypothetical protein,Chlorella variabilis,"Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Chlorovirus; unclassified Chlorovirus",Eukaryota; Viridiplantae; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellaceae; Chlorella
-12.0,0.1712707182320442,CCI88419.2,Yersinia phage phiR8-01,Phage tail fiber protein,Yersinia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae
-16.0,0.1807909604519774,YP_009011743.1,Aeromonas phage PX29,probably distal tail fiber protein,Aeromonas salmonicida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
-17.0,0.18128654970760233,YP_009012582.1,Rhodococcus phage ReqiPoco6,tail fiber protein,Rhodococcus hoagii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Pepy6virus; Rhodococcus virus Poco6",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus
-41.0,0.1437125748502994,YP_009099356.1,Staphylococcus phage P108,putative tail fiber protein,Staphylococcus aureus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; Kayvirus; Staphylococcus virus P108",Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
-40.0,0.18435754189944134,YP_004009849.1,Acinetobacter phage Acj61,gp36 hinge connector of long tail fiber,Acinetobacter johnsonii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter
-24.0,0.2,YP_009134011.1,Synechococcus phage ACG-2014j,putative short tail fiber,Synechococcus sp. WH 7803,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-20.0,0.1791907514450867,AII21877.1,Pseudomonas phage PaMx73,hypothetical protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; D3112virus; Pseudomonas virus D3112",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-68.0,0.13414634146341464,YP_009213991.1,Escherichia phage vB_EcoM_VR26,chaperone for tail fiber formation,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Sp18virus; Escherichia virus VR26",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-21.0,0.17,AIX27231.1,Synechococcus phage ACG-2014a,baseplate wedge tail fiber connector,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-23.0,0.16091954022988506,YP_001449312.1,Enterobacteria phage BP-4795,putative tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-43.0,0.1393939393939394,YP_002922324.1,Escherichia phage JSE,hinge long tail fiber protein proximal connector,Escherichia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb49virus; Escherichia virus JSE",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-67.0,0.14634146341463414,YP_009126152.1,Salmonella phage STP4-a,tail fiber protein,Salmonella enterica subsp. enterica serovar Typhimurium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; S16virus; unclassified S16virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica
-27.0,0.15476190476190477,YP_009118934.1,Enterobacteria phage GEC-3S,Putative hinge long tail fiber distal connector,Escherichia coli O104:H4,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb49virus; unclassified Rb49virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-24.0,0.15294117647058825,YP_007349009.1,Serratia phage phiMAM1,putative tail fiber,Serratia sp.,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; unclassified Ackermannviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
-59.0,0.10909090909090909,NP_861848.1,Enterobacteria phage RB69,gp57A chaperone for tail fiber formation,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb69virus; Escherichia virus RB69",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
